smiles,mol_weight,qed,logp,predicted_affinity,affinity_uncertainty,predicted_koff,residence_time,source,mol_id,docking_success,vina_affinity,actual_pkd,sa_score,error,total_score,sa_value,pkd_error,rank_vina,multi_objective_score,rank_multi
C1CCC2C(C1)CN(CCN1CCOCC1)CC1CCNC12,307.48199999999986,0.8533282372171062,1.4187000000000005,6.182779312133789,0.0,0.8102337718009949,,multi_objective_5k_A100,multi_objective_5k_A100_0078,True,-12.71,9.32214235650914,3.7820545520016644,,0.8400310413853265,3.7820545520016644,3.139363044375351,28.0,0.7219949097623796,1.0
CCC(C)C1SCCCCC1C.O.OC12NC1(CC1CCCCC1)S2,389.67100000000016,0.6786712786243377,4.778800000000006,6.828132152557373,4.76837158203125e-07,0.38541972637176514,2.594573974609375,generated5k,generated5k_0003,True,-10.15,7.4445117953239786,3.925743507442359,,,,0.6163796427666055,76.0,0.7118152614055967,2.0
CC1CC2CN(C3SC4CC(O)C(O)C4SC3F)CCOC2C1,363.52000000000015,0.7395971917347636,1.6976999999999993,6.422221660614014,4.76837158203125e-07,0.6150199174880981,1.625963568687439,generated5k,generated5k_0016,True,-11.95,8.764720783657296,5.433281784808154,,,,2.3424991230432823,43.5,0.6937324925438875,3.0
CC(NC(=O)CCNC(O)C1CCCCC1)C1=CCCNCC1,323.481,0.4247934440149192,1.6793000000000002,6.933176040649414,9.5367431640625e-07,0.34151673316955566,,multi_objective_5k_A100,multi_objective_5k_A100_0000,True,-11.55,8.471341008472114,3.6896657060821774,,0.965545787464078,3.6896657060821774,1.5381649678227003,51.0,0.6928037185435085,4.0
CCCC=CC1NC(CN)CCCCCCCCN2N=C12.Cl,328.93200000000013,0.7773627551230947,3.423400000000001,6.2206950187683105,4.76837158203125e-07,0.7756262354678993,1.2892807827687087,generated_molecules_2k_gpu1,generated_molecules_2k_gpu1_0020,True,-9.961,7.30588985154898,4.498950900282411,,,,1.0851948327806697,80.0,0.6909059987331946,5.0
C1=CCC(C2NCCCC2NCNC2=NC2)CCC1,262.40099999999995,0.5301021840106414,1.4021999999999994,6.819332122802734,0.0,0.38934439420700073,,multi_objective_5k_A100,multi_objective_5k_A100_0003,True,-11.59,8.500678985990632,4.419332283165433,,0.9371049136671361,4.419332283165433,1.6813468631878976,49.0,0.6894230931911719,6.0
OCCC1CC(C2NC2CC(O)C2CC=C(F)CCC2)CCO1,327.4400000000001,0.654726154034617,2.2990000000000004,6.427468776702881,4.76837158203125e-07,0.6113157868385315,1.6358157396316528,generated5k,generated5k_0014,True,-11.41,8.3686580871573,4.855989506699867,,,,1.9411893104544191,52.0,0.6878895528997152,7.0
OC1CCCC(CC2CCNC3CCCCC23)C(O)C=C1Cl,327.89599999999996,0.7297936900366618,3.189400000000002,6.347405910491943,4.76837158203125e-07,0.6703429222106934,1.4917738437652588,generated5k,generated5k_0030,True,-12.92,9.47616673848136,4.665373390613091,,,,3.1287608279894172,25.0,0.6871370343397231,8.0
CC1CCC2CC3CNC(C4CCCC(O)C4)C3(C)C2C1,291.479,0.7736342323383498,3.587900000000003,6.534330368041992,0.0,0.5405486822128296,,multi_objective_5k_A100,multi_objective_5k_A100_0017,True,-9.237,6.774872458463802,4.82075171042508,,0.8790594981146914,4.82075171042508,0.24054209042181007,89.0,0.6818232785730964,9.0
CC(CNC1CCCC1)OC1CCN(CO)C(O)CC1O,302.415,0.553343681501822,0.01719999999999966,6.329146862030029,1.430511474609375e-06,0.6845837235450745,1.4607417583465576,generated5k,generated5k_0037,True,-11.14,8.170626738907302,4.193510823306815,,,,1.8414798768772727,56.0,0.6810450655843857,10.0
CCCCCC1SNC2C(=N)CCC(OC)CC12,270.44199999999995,0.5943637269757877,3.390170000000002,6.451893329620361,4.76837158203125e-07,0.594365119934082,1.6824674606323242,generated5k,generated5k_0011,True,-11.06,8.111950783870267,4.678204662764864,,,,1.6600574542499054,57.0,0.6796465556120276,11.0
C.CNC(C)C1CCC2OC3CC(O)C(N)C(C)CC3C2C1,312.4980000000001,0.7307126530662676,2.1483999999999996,6.195618152618408,4.76837158203125e-07,0.7983455772549096,1.2525903925446344,generated_molecules_2k_gpu1,generated_molecules_2k_gpu1_0022,True,-12.83,9.410156289064695,4.926007015657634,,,,3.2145381364462864,26.0,0.6784313343036935,12.0
FC1CCC2CCNC3NCCC(C1)C23,212.31199999999998,0.6380364134458716,1.6697,6.248983860015869,4.76837158203125e-07,0.7507719993591309,,multi_objective_5k_A100,multi_objective_5k_A100_0090,True,-12.54,9.197455952055437,4.612146038915536,,0.8327197869033911,4.612146038915536,2.9484720920395677,31.0,0.676981387279793,13.0
CCC(CC#CC(O)O)OC1C=NCC2CCCCC2C1,293.407,0.616420455867805,2.1353,6.3374552726745605,0.0,0.678066611289978,1.4747813940048218,generated5k,generated5k_0033,True,-12.38,9.080104041981366,4.9532236264358875,,,,2.742648769306806,33.0,0.6752837541681787,14.0
C1COCC2CCOCC2C1.CC.CC(=NC(O)O)C(O)O,321.4140000000001,0.4352451277800043,0.5018999999999998,6.124020576477051,4.76837158203125e-07,0.8669413380694061,1.153480582927217,generated_molecules_2k_run1,generated_molecules_2k_run1_0039,True,-10.79,7.913919435620269,3.3451444512237547,,,,1.789898859143218,64.0,0.6714491100869193,15.0
